imdb_id,title,year,rated,released,runtime,genre,director,writer,actors,language,country,imdb_rating,type
tt4189294,Lego DC Comics: Batman Be-Leaguered,2014,TV-Y7,27 Oct 2014,22 min,"Animation, Short, Action",Rick Morales,"James Krieg, Jerry Siegel, Joe Shuster","Dee Bradley Baker, Troy Baker, John DiMaggio",English,United States,6.5,movie
tt3521854,Power Rangers Dino Charge,2015–2016,TV-Y7,07 Feb 2015,21 min,"Action, Adventure, Family",,Haim Saban,"Brennan Mejia, Camille Hyde, Yoshi Sudarso",English,United States,6.5,series
tt3161448,Bunks,2013,PG,16 Jun 2014,80 min,"Comedy, Family",Tibor Takács,"Tim Burns (story by), Tim Burns (teleplay by), Mike Kiss (teleplay by), Tom McGillis (story by), Jennifer Pertsch (story by), Jennifer Pertsch (teleplay by)","Dylan Schmid, Aidan Shipley, Emilia McCarthy, Atticus Mitchell",English,Canada,5.4,movie
tt3040964,The Jungle Book,2016,PG,15 Apr 2016,106 min,"Adventure, Drama, Family",Jon Favreau,"Justin Marks, Rudyard Kipling","Neel Sethi, Bill Murray, Ben Kingsley","English, Hindi, Bengali, Kannada, Telugu, Tamil, Assamese, Gujarati, Urdu, Oriya, Punjabi, Malayalam, Marathi, Rajasthani, Haryanvi, Nepali","United Kingdom, United States",7.4,movie
tt6095472,The Angry Birds Movie 2,2019,PG,14 Aug 2019,97 min,"Animation, Adventure, Comedy","Thurop Van Orman, John Rice","Peter Ackerman, Eyal Podell, Jonathon E. Stewart","Jason Sudeikis, Josh Gad, Leslie Jones",English,"Finland, United States, Canada",6.4,movie
tt2709768,The Secret Life of Pets,2016,PG,08 Jul 2016,87 min,"Animation, Adventure, Comedy","Chris Renaud, Yarrow Cheney","Cinco Paul, Ken Daurio, Brian Lynch","Louis C.K., Eric Stonestreet, Kevin Hart",English,"United States, France, Japan",6.5,movie
tt3562366,The Furchester Hotel,2014–,,26 Sep 2016,,Family,,Belinda Ward,"Neil Sterenberg, Mikey Brett, Warrick Brownlow-Pike",English,"United Kingdom, United States",7.2,series
tt1985949,Angry Birds,2016,PG,20 May 2016,97 min,"Animation, Adventure, Comedy","Clay Kaytis, Fergal Reilly","Jon Vitti, Mikael Hed, Mikko Pöllä","Jason Sudeikis, Josh Gad, Danny McBride",English,"Finland, United States, Canada",6.3,movie
tt4648640,Talking Tom and Friends,2014–,TV-G,23 Dec 2014,11 min,"Animation, Action, Adventure",,"Boris Dolenc, Samo Login, Tom Martin","Tom Kenny, Colin Hanks, James Adomian",English,Cyprus,6.3,series
tt5127574,Nexo Knights,2015–,TV-Y7,13 Dec 2015,,"Animation, Action, Comedy",,Mikkel Lee,"Erin Mathews, Alessandro Juliani, Ian Hanlin",English,Denmark,5.4,series
tt0208185,An Extremely Goofy Movie,2000,G,29 Feb 2000,79 min,"Animation, Comedy, Family, Sport",Douglas McCarthy,"Scott Spencer Gorden (screenplay by), Hillary Carlip (additional screenplay material by)","Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings",English,"USA, Australia",6.4,movie
tt0129167,The Iron Giant,1999,PG,06 Aug 1999,86 min,"Animation, Action, Adventure",Brad Bird,"Tim McCanlies, Brad Bird, Ted Hughes","Eli Marienthal, Harry Connick Jr., Jennifer Aniston",English,United States,8.0,movie
tt1699440,The Cat in the Hat Knows a Lot About That!,2010–2018,TV-Y,06 Sep 2010,26 min,"Animation, Adventure, Comedy",,,"Martin Short, Alexa Torrington, Jacob Ewaniuk",English,"Canada, United Kingdom, United States",6.4,series
tt0262151,Bob the Builder,1997–2018,TV-Y,15 Jan 2001,10 min,"Animation, Family",,Keith Chapman,"Rob Rackstraw, Kate Harbour, Lorelei King",English,"United Kingdom, United States",5.5,series
tt0127388,Ninja Turtles: The Next Mutation,1997–1998,TV-Y7,12 Sep 1997,20 min,"Action, Adventure, Comedy",,,"Jarred Blancard, Mitchell A. Lee Yuen, Dean Choe",English,"Canada, United States",4.4,series
tt6963796,Dreamworks Kung Fu Panda Awesome Secrets,2008,TV-PG,,30 min,"Animation, Action, Comedy",,,,English,United States,6.4,series
tt13117332,LEGO Ninjago: Masters of Spinjitzu,2011,Not Rated,14 Jan 2011,44 min,"Animation, Action, Adventure","Michael Hegner, Justin Joseph Murphy","Dan Hageman, Kevin Hageman","Michael Adamthwaite, Paul Dobson, Brian Drummond, Michael Kopsa",English,United States,8.2,movie
tt1051904,Goosebumps,2015,PG,16 Oct 2015,103 min,"Adventure, Comedy, Family",Rob Letterman,"Darren Lemke, Scott Alexander, Larry Karaszewski","Jack Black, Dylan Minnette, Odeya Rush",English,"United States, Australia, Canada",6.3,movie
tt2999390,Super Buddies,2013,G,27 Aug 2013,81 min,Family,Robert Vince,"Anna McRoberts, Paul Tamasy (characters), Robert Vince","Trey Loney, John Ratzenberger, Michael Teigen, Sam Adler",,United States,4.3,movie
tt2392179,Pac-Man and the Ghostly Adventures,2013–2016,TV-Y7,15 Jun 2013,30 min,"Animation, Action, Comedy",,,"Gabriel C. Brown, Erin Mathews, Andrea Libman","English, Japanese, Spanish","United States, Japan, Canada, France",4.9,series
tt0371746,Iron Man,2008,PG-13,02 May 2008,126 min,"Action, Adventure, Sci-Fi",Jon Favreau,"Mark Fergus, Hawk Ostby, Art Marcum","Robert Downey Jr., Gwyneth Paltrow, Terrence Howard","English, Persian, Urdu, Arabic, Kurdish, Hindi, Hungarian","United States, Canada",7.9,movie
tt4962796,Power Rangers Super Megaforce: The Legendary Battle,2015,TV-PG,11 Aug 2015,55 min,"Action, Adventure, Fantasy, Sci-Fi","Charlie Haskell, Koichi Sakamoto","Shotaro Ishinomori (characters), Seth Walther","Andrew Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson",English,United States,6.8,movie
tt1307510,Chuggington,2008–2021,,19 Feb 2010,,"Animation, Family",,,"Brigid Harrington, Imogen Bailey, Tony Terraciano",English,United Kingdom,5.9,series
tt3807034,The Adventures of Puss in Boots,2015–2018,TV-Y7,16 Jan 2015,23 min,"Animation, Action, Adventure",,,"Eric Bauza, Jayma Mays, Grey Griffin",English,United States,6.7,series
tt3441810,Some Assembly Required,2014–,TV-G,06 Jan 2014,,"Comedy, Family",,,"Kolton Stewart, Harrison Houde, Sydney Scotia",English,Canada,3.7,series
tt6035850,Kulipari: An Army of Frogs,2016,TV-Y7,02 Sep 2016,20 min,"Animation, Action, Fantasy",,Trevor Pryce,"Charlie Adler, Lacey Chabert, Keith David",English,United States,7.0,series
tt3604232,Transformers: Robots in Disguise,2014–2020,TV-Y7,14 Mar 2015,22 min,"Animation, Action, Adventure",,"Adam Beechen, Duane Capizzi, Jeff Kline","Khary Payton, Mitchell Whitfield, Will Friedle",English,United States,5.9,series
tt4763642,Robocar Poli,2011–,TV-Y,28 Feb 2011,11 min,"Animation, Adventure, Comedy",,,"Kate Bristol, Julie-Ann Dean, Jason Griffith",Korean,South Korea,6.7,series
tt5075942,Lego Bionicle: The Journey to One,2016,,04 Mar 2016,22 min,"Animation, Action, Adventure",,,"William Jordan, Nolan Balzer, Paolo Bryant",English,United States,5.6,series
tt5580664,Voltron: Legendary Defender,2016–2018,TV-Y7-FV,10 Jun 2016,23 min,"Animation, Action, Adventure",,,"Jeremy Shada, Bex Taylor-Klaus, Tyler Labine","English, Italian",United States,8.1,series
tt6591468,Buddy Thunderstruck,2017,TV-PG,10 Mar 2017,24 min,"Animation, Action, Comedy",,Ryan Wiesbrock,"Brian Atkinson, Debi Derryberry, Philip Maurice Hayes",English,United States,7.8,series
tt0075925,The Deep,1977,PG,17 Jun 1977,123 min,"Adventure, Mystery, Thriller",Peter Yates,"Peter Benchley, Tracy Keenan Wynn","Jacqueline Bisset, Nick Nolte, Dick Anthony Williams","English, French","United Kingdom, United States",6.2,movie
tt5916218,Skylanders Academy,2016–2018,TV-Y7,28 Oct 2016,25 min,"Animation, Short, Action",,Eric Rogers,"Justin Long, Ashley Tisdale, Jonathan Banks","English, Spanish, German, French, Mandarin, Korean","South Korea, United States",6.6,series
tt6332994,Growing Up Wild,2016,G,08 Dec 2016,78 min,Documentary,"Mark Linfield, Keith Scholey","David Fowler, Simon Nash",Daveed Diggs,English,United States,7.2,movie
tt0110366,The Little Rascals,1994,PG,05 Aug 1994,82 min,"Comedy, Family, Romance",Penelope Spheeris,"Penelope Spheeris, Robert Wolterstorff, Mike Scott","Travis Tedford, Bug Hall, Brittany Ashton Holmes",English,United States,6.3,movie
tt0119137,Flubber,1997,PG,26 Nov 1997,93 min,"Comedy, Family, Sci-Fi",Les Mayfield,"Samuel W. Taylor, John Hughes, Bill Walsh","Robin Williams, Marcia Gay Harden, Christopher McDonald",English,United States,5.3,movie
tt0120855,Tarzan,1999,G,18 Jun 1999,88 min,"Animation, Adventure, Family","Chris Buck, Kevin Lima","Tab Murphy, Bob Tzudiker, Noni White","Tony Goldwyn, Minnie Driver, Brian Blessed",English,"United States, United Kingdom",7.3,movie
tt0120917,The Emperor's New Groove,2000,G,15 Dec 2000,78 min,"Animation, Adventure, Comedy",Mark Dindal,"Chris Williams, Mark Dindal, David Reynolds","David Spade, John Goodman, Eartha Kitt",English,"United States, France",7.4,movie
tt0275847,Lilo & Stitch,2002,PG,21 Jun 2002,92 min,"Animation, Adventure, Comedy","Dean DeBlois, Chris Sanders","Chris Sanders, Dean DeBlois","Daveigh Chase, Chris Sanders, Tia Carrere","English, Hawaiian",United States,7.3,movie
tt0331632,Scooby-Doo 2: Monsters Unleashed,2004,PG,26 Mar 2004,93 min,"Adventure, Comedy, Family",Raja Gosnell,"William Hanna, Joseph Barbera, James Gunn","Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard",English,"United States, Canada",5.1,movie
tt1509767,The Three Musketeers,2011,PG-13,21 Oct 2011,110 min,"Action, Adventure, Fantasy",Paul W.S. Anderson,"Alex Litvak, Andrew Davies, Alexandre Dumas","Logan Lerman, Matthew Macfadyen, Ray Stevenson",English,"United States, Germany, France, United Kingdom",5.7,movie
tt0424279,Mickey's Twice Upon a Christmas,2004,G,09 Nov 2004,68 min,"Animation, Comedy, Family, Fantasy","Theresa Cullen, Carole Holliday, Peggy Holmes, Matthew O'Callaghan","Bill Motz (screenplay), Bob Roth (screenplay), Peggy Holmes (screenplay), Peggy Holmes (story), Chad Fiveash (screenplay: segment ""Christmas: Impossible""), James Patrick Stoteraux (screenplay), Matthew O'Callaghan (screenplay), Chad Fiveash (story: segment ""Christmas: Impossible""), James Patrick Stoteraux (story), Bill Motz (screenplay), Bob Roth (screenplay), Shirley Pierce (screenplay), Theresa Cullen (story), Jim Peronto (screenplay), Carole Holliday (screenplay), Carole Holliday (story), Michael Shipley (screenplay), Jim Bernstein (screenplay), Shirley Pierce (screenplay), Colin Goldman (story), Matthew O'Callaghan (story), Robin Kingsland","Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings",English,United States,6.5,movie
tt0395699,The Pacifier,2005,PG,04 Mar 2005,95 min,"Action, Comedy, Drama",Adam Shankman,"Thomas Lennon, Robert Ben Garant","Vin Diesel, Brittany Snow, Max Thieriot","English, Korean","Canada, United States",5.6,movie
tt0389790,Bee Movie,2007,PG,02 Nov 2007,91 min,"Animation, Adventure, Comedy","Simon J. Smith, Steve Hickner","Jerry Seinfeld, Spike Feresten, Barry Marder","Jerry Seinfeld, Renée Zellweger, Matthew Broderick",English,United States,6.1,movie
tt0441773,Kung Fu Panda,2008,PG,06 Jun 2008,92 min,"Animation, Action, Adventure","Mark Osborne, John Stevenson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Ian McShane, Angelina Jolie",English,"United States, China",7.6,movie
tt1105469,Super Why!,2007–2016,TV-Y,03 Sep 2007,30 min,"Animation, Family",,"Angela Santomero, Samantha Freeman Alpert, Traci Paige Johnson","Siera Florindo, Tajja Isen, Zachary Bloch",English,"Canada, United States",6.0,series
tt1865769,Jessie,2011–2015,TV-G,30 Sep 2011,30 min,"Comedy, Family",,"Pamela Eells, Phil Baker, Drew Vaupen","Debby Ryan, Peyton List, Cameron Boyce",English,United States,6.0,series
tt1991564,Lab Rats,2012–2016,TV-Y7,27 Feb 2012,22 min,"Action, Comedy, Drama",,"Bryan Moore, Chris Peterson","William Brent, Spencer Boldman, Kelli Berglund",English,United States,6.6,series
tt0487849,Pocoyo,2005–,TV-Y,23 Jul 2011,7 min,"Animation, Comedy, Family",,"David Cantolla, Luis Gallego, Guillermo Garcia","Stephen Fry, Alex Marty, Montana Smedley",Spanish,"Spain, United Kingdom",7.4,series
tt1710177,The Octonauts,2010–,TV-Y,04 Oct 2010,11 min,Animation,,,"Ross Breen, Keith Wickham, Jo Wyatt",English,"United States, Ireland, United Kingdom, India",7.6,series
tt4816058,Dragons: Race to the Edge,2015–2018,TV-Y7-FV,26 Jun 2015,22 min,"Animation, Action, Adventure",,,"Jay Baruchel, America Ferrera, Zack Pearlman",English,United States,8.3,series
tt3040470,Mother Goose Club,2009–,,10 Aug 2010,33 min,Family,,,"Joseph Lopez, Liam Remick, Ivy Rhodes",English,United States,7.4,series
tt0756522,Little Einsteins,2005–2010,TV-Y,09 Oct 2005,30 min,"Animation, Adventure, Comedy",,"Eric Weiner, Douglas Wood","David Jason, Aiden Pompey, Jesse Schwartz",English,United States,6.3,series
tt2510894,Hotel Transylvania 2,2015,PG,25 Sep 2015,89 min,"Animation, Adventure, Comedy",Genndy Tartakovsky,"Robert Smigel, Adam Sandler, Todd Durham","Adam Sandler, Andy Samberg, Selena Gomez",English,"United States, Canada, South Korea",6.7,movie
tt5193172,Dawn of the Croods,2015–2017,TV-Y7,24 Dec 2015,23 min,"Animation, Short, Adventure",,,"Dan Milano, A.J. LoCascio, Laraine Newman",English,United States,6.0,series
tt2267968,Kung Fu Panda 3,2016,PG,29 Jan 2016,95 min,"Animation, Action, Adventure","Alessandro Carloni, Jennifer Yuh Nelson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Bryan Cranston, Dustin Hoffman",English,"United States, China",7.1,movie
tt5759196,Home: Adventures with Tip & Oh,2016–2018,TV-Y7,29 Jul 2016,23 min,"Animation, Short, Adventure",,"Ryan Crego, Thurop Van Orman","Rachel Crow, Mark Whitten, Ana Ortiz",English,United States,6.0,series
tt4938374,Open Season: Scared Silly!,2015,PG,08 Mar 2016,84 min,"Animation, Adventure, Comedy, Family, Horror",David Feiss,"Carlos Kotkin, John B. Carls (based on original characters created by), Steve Moore (based on original characters created by), Jill Culton (based on original characters created by), Anthony Stacchi (based on original characters created by), Steve Barr (story), David Feiss (story), Stephan Franck (story), Paul McEvoy (story), John Norton (story), Kris Pearn (story)","Will Townsend, Donny Lucas, Melissa Sturm, Trevor Devall",English,"USA, Canada",5.1,movie
tt4431254,The Land Before Time XIV: Journey of the Brave,2016,G,02 Feb 2016,82 min,"Animation, Adventure, Family, Musical","Davis Doi, Tony Tulipano, Sheldon Arnst, Jessie Hsiung, Bunis Yang","Cliff Ruby (screenplay by), Elana Lesser (screenplay by), Judy Freudberg (based on characters created by), Tony Geiss (based on characters created by)","Tony Amendola, Felix Avitia, Issac Ryan Brown, Meghan Strange",English,,6.0,movie
tt2567026,Alice Through the Looking Glass,2016,PG,27 May 2016,113 min,"Adventure, Family, Fantasy",James Bobin,"Linda Woolverton, Lewis Carroll","Mia Wasikowska, Johnny Depp, Helena Bonham Carter",English,United States,6.2,movie
tt5846856,Ask the StoryBots,2016–2019,TV-Y,12 Aug 2016,24 min,"Animation, Adventure, Comedy",,,"Judy Greer, Erin Fitzgerald, Fred Tatasciore",English,United States,8.4,series
tt7335104,Goldie,2019,TV-MA,21 Feb 2020,88 min,Drama,Sam de Jong,"Angel Gardner, Sam de Jong","Slick Woods, George Sample III, Danny Hoch",English,United States,5.8,movie
tt11460334,Little Baby Bum: Nursery Rhyme Friends,2016–2019,,16 May 2016,60 min,"Animation, Family, Music",,,"María Esnoz, Aaron Marsden, Chloe Marsden",English,United Kingdom,6.7,series
tt3270208,Tayo the Little Bus,2010–2019,,23 Aug 2010,,"Animation, Comedy, Family",,,"Jul Kohler, Patricia Kalis, Aramis Merlin","Indonesian, Japanese, Korean, English",South Korea,5.4,series
tt0120587,Antz,1998,PG,02 Oct 1998,83 min,"Animation, Adventure, Comedy","Eric Darnell, Tim Johnson","Todd Alcott, Chris Weitz, Paul Weitz","Woody Allen, Sharon Stone, Gene Hackman",English,"United States, United Kingdom, France",6.5,movie
tt0120630,Chicken Run,2000,G,23 Jun 2000,84 min,"Animation, Adventure, Comedy","Peter Lord, Nick Park","Peter Lord, Nick Park, Karey Kirkpatrick","Mel Gibson, Julia Sawalha, Phil Daniels",English,"United States, United Kingdom, France, Ireland",7.0,movie
tt0338459,Spy Kids 3: Game Over,2003,PG,25 Jul 2003,84 min,"Action, Adventure, Comedy",Robert Rodriguez,Robert Rodriguez,"Daryl Sabara, Alexa PenaVega, Antonio Banderas",English,United States,4.3,movie
tt0083564,Annie,1982,PG,18 Jun 1982,127 min,"Comedy, Drama, Family",John Huston,"Carol Sobieski, Thomas Meehan, Martin Charnin","Aileen Quinn, Albert Finney, Carol Burnett",English,United States,6.6,movie
tt6950338,DreamWorks Shrek's Swamp Stories,2010,,28 Oct 2010,30 min,"Animation, Short, Comedy",,,"Antonio Banderas, Eddie Murphy, Mike Myers",English,United States,6.6,series
tt2224075,Beverly Hills Chihuahua 3: Viva La Fiesta!,2012,G,18 Sep 2012,89 min,"Adventure, Comedy, Family",Lev L. Spiro,"Dana Starfield, Jeffrey Bushell (characters)","Marcus Coloma, Erin Cahill, Cedric Yarbrough, Frances Fisher",English,United States,4.4,movie
tt0108847,The Magic School Bus,1994–1997,TV-Y,10 Sep 1994,30 min,"Animation, Adventure, Comedy",,"Joanna Cole, Bruce Degen, Kristin Laskas Martin","Lily Tomlin, Daniel DeSanto, Erica Luttrell",English,"Canada, United States",7.8,series
tt2136138,Sofia the First,2012–2018,TV-Y,18 Nov 2012,22 min,"Animation, Adventure, Family",,Craig Gerber,"Ariel Winter, Laura Dickinson, Darcy Rose Byrnes",English,United States,6.9,series
tt2644032,Barbie: Life in the Dreamhouse,2012–,TV-G,11 May 2012,3 min,"Animation, Short, Comedy",,,"Kate Higgins, Sean Hankinson, Haviland Stillwell",English,"United States, Canada",7.4,series
tt1109624,Paddington,2014,PG,16 Jan 2015,95 min,"Animation, Adventure, Comedy",Paul King,"Paul King, Hamish McColl, Michael Bond","Hugh Bonneville, Sally Hawkins, Julie Walters",English,"United Kingdom, France, United States, China",7.2,movie
tt0393421,Larva,2005,R,22 Jan 2005,96 min,"Horror, Sci-Fi",Abram Cox,"Kenneth M. Badish (story), Boaz Davidson (story), David Goodin (screenplay), Kevin Moore (screenplay), J. Paul V. Robert (screenplay), T.M. Van Ostrand (screenplay)","Vincent Ventresca, Rachel Hunter, William Forsythe, Mercedes Peterson",English,"Germany, USA",4.2,movie
tt1236429,Sid the Science Kid,2008–,TV-Y,01 Sep 2008,27 min,"Animation, Comedy, Family",,Jim Henson,"Drew Massey, Victor Yerrid, Mia Ella Mimica",English,United States,5.5,series
tt2293640,Minions,2015,PG,10 Jul 2015,91 min,"Animation, Adventure, Comedy","Kyle Balda, Pierre Coffin",Brian Lynch,"Sandra Bullock, Jon Hamm, Michael Keaton","English, Spanish","United States, Japan, France",6.4,movie
tt0071762,The Little Prince,1974,G,07 Nov 1974,88 min,"Family, Fantasy, Musical",Stanley Donen,"Antoine de Saint-Exupéry, Alan Jay Lerner","Richard Kiley, Steven Warner, Joss Ackland",English,"United Kingdom, United States",6.5,movie
tt5235950,Word Party,2016–,,08 Jul 2016,11 min,"Animation, Family",,Alex Rockwell,"Victor Yerrid, Dorien Davies, Misty Rosas",English,United States,5.9,series
tt0106611,Cool Runnings,1993,PG,01 Oct 1993,98 min,"Adventure, Comedy, Family",Jon Turteltaub,"Lynn Siefert, Michael Ritchie, Tommy Swerdlow","John Candy, Leon, Doug E. Doug","English, German, Russian",United States,7.0,movie
tt0107131,Homeward Bound: The Incredible Journey,1993,G,12 Feb 1993,84 min,"Adventure, Comedy, Drama",Duwayne Dunham,"Sheila Burnford, Caroline Thompson, Linda Woolverton","Michael J. Fox, Sally Field, Don Alder",English,United States,7.0,movie
tt0118617,Anastasia,1997,G,21 Nov 1997,94 min,"Animation, Adventure, Drama","Don Bluth, Gary Goldman","Susan Gauthier, Bruce Graham, Bob Tzudiker","Meg Ryan, John Cusack, Christopher Lloyd","English, Russian, French",United States,7.2,movie
tt0381971,Curious George,2006,G,10 Feb 2006,87 min,"Animation, Adventure, Comedy",Matthew O'Callaghan,"Ken Kaufman, Mike Werb, Margret Rey","Will Ferrell, Drew Barrymore, Eugene Levy",English,"United States, Germany, Taiwan, France, Canada, South Korea, United Kingdom, Philippines",6.5,movie
tt1217213,Secret of the Wings,2012,G,14 Dec 2012,75 min,"Animation, Family, Fantasy","Roberts Gannaway, Peggy Holmes","Roberts Gannaway, Peggy Holmes, Ryan Rowe","Mae Whitman, Lucy Hale, Timothy Dalton",English,"United States, India, United Kingdom",7.1,movie
tt0233041,Clifford the Big Red Dog,2000–2003,TV-Y,04 Sep 2000,30 min,"Animation, Short, Comedy",,,"Antonio Delli, John Ritter, Grey Griffin",English,"United Kingdom, United States",6.6,series
tt6181728,Walt Disney Animation Studios Short Films Collection,2015,G,18 Aug 2015,89 min,"Animation, Adventure, Comedy, Family","Roger Allers, Mark Henn, Lauren MacMullan","Roger Allers (story adaptation by), Ed Gombert (story development), Kevin Harkey (story development), Nancy Kruse (story), Lauren MacMullan (story), Burny Mattinson (story/additional story), Marc Smith (story by)","Paul Briggs, Alan Dale, Bill Farmer, Jack Goldenberg",English,United States,7.7,movie
tt4591680,Bunk'd,2015–2021,TV-G,31 Jul 2015,30 min,"Comedy, Family",,Pamela Eells,"Miranda May, Mallory James Mahoney, Raphael Alejandro",English,United States,5.4,series
tt3691740,The BFG,2016,PG,01 Jul 2016,117 min,"Adventure, Family, Fantasy",Steven Spielberg,"Melissa Mathison, Roald Dahl","Mark Rylance, Ruby Barnhill, Penelope Wilton","English, Hindi","United States, India, United Kingdom",6.4,movie
tt1914371,The Real Ghostbusters,2011,,13 Mar 2011,44 min,"Short, Comedy","Clint Orr, Bill Wilder","Dan Aykroyd (creator), Clint Orr, Harold Ramis (creator)","Clint Orr, Harry Valentine, Katie Causey, T.J. Rawls",English,United States,6.2,movie
tt0120595,Babe: Pig in the City,1998,PG,25 Nov 1998,97 min,"Adventure, Comedy, Drama",George Miller,"George Miller, Judy Morris, Mark Lamprell","Magda Szubanski, Elizabeth Daily, Mickey Rooney",English,"Australia, United States",5.8,movie
tt0120794,The Prince of Egypt,1998,PG,18 Dec 1998,99 min,"Animation, Adventure, Drama","Brenda Chapman, Steve Hickner, Simon Wells","Philip LaZebnik, Nicholas Meyer","Val Kilmer, Ralph Fiennes, Michelle Pfeiffer","English, Hebrew","United States, France, United Kingdom",7.1,movie
tt0125454,Paulie,1998,PG,17 Apr 1998,91 min,"Adventure, Comedy, Drama",John Roberts,Laurie Craig,"Gena Rowlands, Tony Shalhoub, Cheech Marin","English, Spanish",United States,6.5,movie
tt0138749,The Road to El Dorado,2000,PG,31 Mar 2000,89 min,"Animation, Adventure, Comedy","Bibo Bergeron, Don Paul, Jeffrey Katzenberg","Terry Rossio, Ted Elliott, Karey Kirkpatrick","Kevin Kline, Kenneth Branagh, Rosie Perez",English,"United States, United Kingdom",6.9,movie
tt0120910,Fantasia 2000,1999,G,16 Jun 2000,75 min,"Animation, Comedy, Family","James Algar, Gaëtan Brizzi, Paul Brizzi","Eric Goldberg, Joe Grant, Perce Pearce","James Levine, Steve Martin, Itzhak Perlman",English,United States,7.2,movie
tt0032455,Fantasia,1940,G,19 Sep 1941,125 min,"Animation, Family, Fantasy","James Algar, Samuel Armstrong, Ford Beebe Jr.","Joe Grant, Dick Huemer, Lee Blair","Leopold Stokowski, Deems Taylor, The Philadelphia Orchestra",English,United States,7.7,movie
tt0090633,An American Tail,1986,G,21 Nov 1986,80 min,"Animation, Adventure, Comedy",Don Bluth,"Judy Freudberg, Tony Geiss, David Kirschner","Dom DeLuise, Christopher Plummer, Erica Yohn",English,United States,6.9,movie
tt0119918,Pooh's Grand Adventure: The Search for Christopher Robin,1997,G,05 Aug 1997,76 min,"Animation, Adventure, Comedy, Family, Musical",Karl Geurs,"A.A. Milne (stories), Karl Geurs (screenplay), Carter Crocker (screenplay)","Jim Cummings, John Fiedler, Ken Sansom, Andre Stojka",English,United States,7.1,movie
tt0129924,FernGully 2: The Magical Rescue,1998,G,17 Mar 1998,75 min,"Animation, Adventure, Family, Fantasy","Phil Robinson, David Marshall(co-director)","Richard Tulloch (screenplay), Diana Young (original stories), Chris Fink (additional story ideas), Carol Hughes (additional story ideas)","James S. Baker, Matt K. Miller, Erik Bergmann, Connie Champagne",English,United States,4.6,movie
tt0112453,Balto,1995,G,22 Dec 1995,78 min,"Animation, Adventure, Drama",Simon Wells,"Cliff Ruby, Elana Lesser, David Steven Cohen","Kevin Bacon, Bob Hoskins, Bridget Fonda",English,"United States, United Kingdom",7.1,movie
tt0233277,Back to the Secret Garden,2000,G,11 Aug 2000,100 min,"Family, Fantasy",Michael Tuchner,"Frances Hodgson Burnett, Joe Wiesenfeld","Joan Plowright, Cherie Lunghi, Aled Roberts",English,"United States, Germany, United Kingdom",5.8,movie
tt0147926,The Brave Little Toaster Goes to Mars,1998,Not Rated,18 May 1998,73 min,"Animation, Adventure, Family, Sci-Fi","Robert C. Ramirez, Patrick A. Ventura","Willard Carroll (screenplay), Thomas M. Disch (novel)","Thurl Ravenscroft, Deanna Oliver, Eric Lloyd, Timothy Stack",English,United States,5.7,movie
tt0163986,The Brave Little Toaster to the Rescue,1997,Not Rated,25 May 1999,74 min,"Animation, Adventure, Family, Fantasy","Robert C. Ramirez, Patrick A. Ventura","Thomas M. Disch (based on characters created by), Jerry Rees (additional characters), Joe Ranft (additional characters), Willard Carroll (story by), Willard Carroll (screenplay by)","Jessica Tuck, Chris Young, Roger Kabler, Deanna Oliver","Chinese, Mandarin, Japanese, Korean, French, English",United States,6.4,movie
tt0197230,An American Tail: The Mystery of the Night Monster,1999,G,25 Jul 2000,78 min,"Animation, Adventure, Family, Mystery",Larry Latham,"David Kirschner (characters), Len Uhley (screenplay)","Thomas Dekker, Lacey Chabert, Jane Singer, Nehemiah Persoff",English,United States,6.0,movie
tt0101329,An American Tail: Fievel Goes West,1991,G,22 Nov 1991,75 min,"Animation, Adventure, Family","Phil Nibbelink, Simon Wells","Flint Dille, Charles Swenson, David Kirschner","James Stewart, John Cleese, Amy Irving",English,"United States, United Kingdom",6.5,movie
tt0084237,The Last Unicorn,1982,G,19 Nov 1982,92 min,"Animation, Adventure, Drama","Jules Bass, Arthur Rankin Jr.",Peter S. Beagle,"Jeff Bridges, Mia Farrow, Angela Lansbury","English, German","United Kingdom, France, West Germany, Japan, United States",7.4,movie
tt0465925,Brother Bear 2,2006,G,29 Aug 2006,74 min,"Animation, Adventure, Comedy, Family, Fantasy, Romance",Ben Gluck,"Rich Burns (screenplay), Ben Gluck (additional screenplay)","Patrick Dempsey, Mandy Moore, Jeremy Suarez, Rick Moranis",English,United States,6.2,movie
tt0465997,The Fox and the Hound 2,2006,G,11 Dec 2006,69 min,"Animation, Adventure, Comedy, Family, Musical",Jim Kammerud,"Rich Burns (screenplay by), Roger S.H. Schulman (screenplay by)","Reba McEntire, Patrick Swayze, Jonah Bobo, Harrison Fahn",English,United States,5.3,movie
tt0099878,Jetsons: The Movie,1990,G,06 Jul 1990,82 min,"Animation, Comedy, Family","Joseph Barbera, William Hanna, Iwao Takamoto","Dennis Marks, Carl Sautter","George O'Hanlon, Penny Singleton, Mel Blanc",English,"United States, Taiwan, Philippines, China",5.6,movie
