IMDB_id,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,IMDB_rating,RT_rating,Metacritic_rating,Type
tt0371823,"Mickey, Donald, Goofy: The Three Musketeers",2004,G,17 Aug 2004,68 min,"Animation, Adventure, Comedy, Family, Musical, Romance",Donovan Cook,"Evan Spiliotopoulos (screenplay), David Mickey Evans (screenplay), Robin Kingsland","Wayne Allwine, Tony Anselmo, Bill Farmer, Russi Taylor",English,United States,6.4,36%,,movie
tt0035064,Mickey's Birthday Party,1942,Passed,07 Feb 1942,8 min,"Animation, Short, Comedy","Hamilton Luske, Riley Thomson",Warren Foster (story),"Thelma Boardman, Pinto Colvig, Walt Disney",English,United States,6.7,,,movie
tt0085936,Mickey's Christmas Carol,1983,G,16 Dec 1983,26 min,"Animation, Short, Comedy",Burny Mattinson,"Charles Dickens, Burny Mattinson, Tony Marino","Alan Young, Wayne Allwine, Hal Smith",English,United States,8.0,,,movie
tt0238414,Mickey's Once Upon a Christmas,1999,Not Rated,09 Nov 1999,66 min,"Animation, Comedy, Family, Fantasy","Alex Mann, Jun Falkenstein, Bradley Raymond, Toby Shelton, Bill Speers","Charlie Cohen (screenplay), William Dean Howells (story inspired by ""Christmas Every Day""), Scott Spencer Gorden (screenplay), Tom Nance (screenplay), Carter Crocker (screenplay), Richard Cray (screenplay), Temple Mathews (screenplay), O. Henry (story based on ""The Gift of the Magi""), Thomas Hart (interstitial narration), Eddie Guzelian (interstitial narration), Alex Mann, Ross Hastings","Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo",English,United States,7.1,40%,,movie
tt0027964,Mickey's Rival,1936,Approved,20 Jun 1936,8 min,"Animation, Short, Comedy",Wilfred Jackson,"Earl Hurd, Vernon Stallings","Sonny Dawson, Walt Disney, Marcellite Garner",English,United States,6.7,,,movie
tt0030448,Mickey's Trailer,1938,Approved,06 May 1938,8 min,"Animation, Short, Adventure",Ben Sharpsteen,Jack Kinney,"Pinto Colvig, Walt Disney, Clarence Nash",English,United States,8.0,,,movie
tt0424279,Mickey's Twice Upon a Christmas,2004,G,09 Nov 2004,68 min,"Animation, Comedy, Family, Fantasy","Theresa Cullen, Carole Holliday, Peggy Holmes, Matthew O'Callaghan","Bill Motz (screenplay), Bob Roth (screenplay), Peggy Holmes (screenplay), Peggy Holmes (story), Chad Fiveash (screenplay: segment ""Christmas: Impossible""), James Patrick Stoteraux (screenplay), Matthew O'Callaghan (screenplay), Chad Fiveash (story: segment ""Christmas: Impossible""), James Patrick Stoteraux (story), Bill Motz (screenplay), Bob Roth (screenplay), Shirley Pierce (screenplay), Theresa Cullen (story), Jim Peronto (screenplay), Carole Holliday (screenplay), Carole Holliday (story), Michael Shipley (screenplay), Jim Bernstein (screenplay), Shirley Pierce (screenplay), Colin Goldman (story), Matthew O'Callaghan (story), Robin Kingsland","Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings",English,United States,6.5,,,movie
tt0120751,Mighty Joe Young,1998,PG,25 Dec 1998,114 min,"Action, Adventure, Family",Ron Underwood,"Merian C. Cooper, Ruth Rose, Mark Rosenthal","Bill Paxton, Charlize Theron, Rade Serbedzija","English, Swahili",United States,5.7,55%,51/100,movie
tt0323250,Mike's New Car,2002,Not Rated,02 May 2003,4 min,"Animation, Short, Comedy, Family, Fantasy","Pete Docter, Roger Gould","Pete Docter (original story), Jeff Pidgeon (story), Roger Gould (story), Rob Gibbs (story)","Billy Crystal, John Goodman",English,United States,7.1,,,movie
tt3098856,Miles from Tomorrowland,2015–2018,TV-Y,06 Feb 2015,30 min,"Animation, Adventure, Family",N/A,Sascha Paladino,"Fiona Bishop, Dee Bradley Baker, Tom Kenny",English,United States,6.6,,,series
tt0366777,Millions,2004,PG,29 Apr 2005,98 min,"Comedy, Crime, Drama",Danny Boyle,Frank Cottrell Boyce,"Alex Etel, James Nesbitt, Daisy Donovan",English,United Kingdom,6.9,88%,74/100,movie
tt1072755,Minutemen,2008,TV-G,25 Jan 2008,98 min,"Adventure, Comedy, Family, Romance, Sci-Fi, Thriller",Lev L. Spiro,"John Killoran (teleplay), David Diamond (story), David Weissman (story)","Jason Dolley, Luke Benward, Nicholas Braun, Chelsea Kane",English,United States,5.8,,,movie
tt0349825,Miracle,2004,PG,06 Feb 2004,135 min,"Biography, Drama, History",Gavin O'Connor,Eric Guggenheim,"Kurt Russell, Patricia Clarkson, Nathan West",English,"Canada, United States",7.5,81%,68/100,movie
tt0157996,Miracle at Midnight,1998,N/A,17 May 1998,90 min,Drama,Ken Cameron,"Chris Bryant, Monte Merrick","Sam Waterston, Mia Farrow, Justin Whalin, Patrick Malahide",English,United States,7.0,,,movie
tt0218440,Miracle in Lane 2,2000,G,13 May 2000,120 min,"Biography, Comedy, Drama, Family, Sport",Greg Beeman,"Joel Kauffmann, Donald C. Yost","Frankie Muniz, Rick Rossovich, Molly Hagan, Patrick Levis",English,United States,6.1,,,movie
tt3067436,Miracle Landing on the Hudson,2014,N/A,05 Jan 2014,90 min,Drama,Simon George,Simon George,"Kate Steavenson-Payne, Sara Stewart, Matthew Douglas, Todd Boyce",English,United States,6.6,,,movie
tt0039628,Miracle on 34th Street,1947,Not Rated,04 Jul 1947,96 min,"Comedy, Drama, Family",George Seaton,"George Seaton, Valentine Davies","Edmund Gwenn, Maureen O'Hara, John Payne","English, Dutch",United States,7.9,96%,88/100,movie
tt9165688,Mission to the Sun,2018,N/A,19 Nov 2018,60 min,Documentary,Daniel M. Smith,N/A,"Henry Goodman, Jack Baker, Nicky Fox, Jeffrey Johnson",English,United States,6.8,,,movie
tt3521164,Moana,2016,PG,23 Nov 2016,107 min,"Animation, Adventure, Comedy","Ron Clements, John Musker, Don Hall","Jared Bush, Ron Clements, John Musker","Auli'i Cravalho, Dwayne Johnson, Rachel House","English, French",United States,7.6,95%,81/100,movie
tt0250593,Mom's Got a Date with a Vampire,2000,TV-PG,13 Oct 2000,85 min,"Comedy, Family, Fantasy, Horror",Steve Boyum,"Lindsay Naythons (story), Robert Keats (teleplay)","Matt O'Leary, Laura Vandervoort, Myles Jeffrey, Caroline Rhea",English,"Canada, USA",5.9,,,movie
tt1453405,Monsters University,2013,G,21 Jun 2013,104 min,"Animation, Adventure, Comedy",Dan Scanlon,"Dan Scanlon, Daniel Gerson, Robert L. Baird","Billy Crystal, John Goodman, Steve Buscemi",English,United States,7.2,80%,65/100,movie
tt0198781,"Monsters, Inc.",2001,G,02 Nov 2001,92 min,"Animation, Adventure, Comedy","Pete Docter, David Silverman, Lee Unkrich","Pete Docter, Jill Culton, Jeff Pidgeon","Billy Crystal, John Goodman, Mary Gibbs",English,United States,8.1,96%,79/100,movie
tt0273842,Motocrossed,2001,TV-G,16 Feb 2001,110 min,"Action, Adventure, Family",Steve Boyum,"Ann Austen, Douglas Sloan","Alana Austin, Riley Smith, Mary-Margaret Humes, Trever O'Brien",English,United States,6.6,,,movie
tt0091566,Mr. Boogedy,1986,TV-PG,20 Apr 1986,46 min,"Adventure, Drama, Family",Oz Scott,Michael Janover,"Richard Masur, Mimi Kennedy, Benji Gregory",English,United States,6.9,20%,,episode
tt0032814,Mr. Duck Steps Out,1940,Approved,07 Jun 1940,8 min,"Animation, Short, Comedy",Jack King,"Carl Barks, Chuck Couch, Jack Hannah",Clarence Nash,English,United States,7.4,,,movie
tt0032815,Mr. Mouse Takes a Trip,1940,Approved,01 Nov 1940,8 min,"Animation, Short, Action",Clyde Geronimi,"Nick George, George Hill, Dick Kinney","Billy Bletcher, Walt Disney, June Foray",English,United States,7.2,,,movie
tt0120762,Mulan,1998,G,19 Jun 1998,88 min,"Animation, Adventure, Family","Tony Bancroft, Barry Cook","Robert D. San Souci, Rita Hsiao, Chris Sanders","Ming-Na Wen, Eddie Murphy, BD Wong","English, Mandarin","United States, China",7.6,86%,71/100,movie
tt0279967,Mulan II,2004,G,17 Dec 2004,79 min,"Animation, Action, Comedy, Family, Musical","Darrell Rooney, Lynne Southerland","Michael Lucker (screenplay), Chris Parker (screenplay), Roger S.H. Schulman (screenplay)","Ming-Na Wen, BD Wong, Mark Moseley, Lucy Liu",English,"USA, South Korea, Singapore, Russia, Malaysia, Kazakhstan, Taiwan, Hong Kong, Japan, China, India, Syria, Iran, Egypt, Pakistan",5.7,,,movie
tt6337766,Muppet Babies,2018–,TV-Y,23 Mar 2018,23 min,"Animation, Short, Adventure",N/A,N/A,"Matt Danner, Dee Bradley Baker, Eric Bauza",N/A,"South Korea, United States, China, Japan",6.9,,,series
tt4555736,Muppet Moments,2015,TV-Y,03 Apr 2015,N/A,"Short, Family",N/A,N/A,"Bill Barretta, Dave Goelz, Eric Jacobson",English,United States,8.8,,,series
tt0117110,Muppet Treasure Island,1996,G,16 Feb 1996,99 min,"Action, Adventure, Comedy","Brian Henson, David Lane","Robert Louis Stevenson, Jerry Juhl, Kirk R. Thatcher","Tim Curry, Billy Connolly, Jennifer Saunders",English,"United States, United Kingdom",7.0,70%,64/100,movie
tt2281587,Muppets Most Wanted,2014,PG,21 Mar 2014,107 min,"Adventure, Comedy, Crime",James Bobin,"James Bobin, Nicholas Stoller, Jim Henson","Ricky Gervais, Ty Burrell, Tina Fey","English, German","United States, United Kingdom",6.4,80%,61/100,movie
tt0064705,"My Dog, the Thief: Part 1",1969,TV-G,21 Sep 1969,88 min,"Adventure, Drama, Family",Robert Stevenson,"William Raynor, Myles Wilder, Gordon Buford","Dwayne Hickman, Mary Ann Mobley, Elsa Lanchester",English,United States,6.2,53%,,episode
tt0120764,My Favorite Martian,1999,PG,12 Feb 1999,94 min,"Comedy, Family, Sci-Fi",Donald Petrie,"John L. Greene, Sherri Stoner, Deanna Oliver","Christopher Lloyd, Jeff Daniels, Elizabeth Hurley",English,United States,5.1,12%,33/100,movie
tt0805905,My Friends Tigger & Pooh,2007–2010,TV-Y,12 May 2007,30 min,"Animation, Short, Adventure",N/A,N/A,"Angelica Bolognesi Bonacini, Jim Cummings, Chloë Grace Moretz","English, Spanish, German, Japanese, French, Abkhazian, Portuguese",United States,5.7,,,series
tt0368891,National Treasure,2004,PG,19 Nov 2004,131 min,"Action, Adventure, Mystery",Jon Turteltaub,"Jim Kouf, Cormac Wibberley, Marianne Wibberley","Nicolas Cage, Diane Kruger, Justin Bartha","English, Spanish",United States,6.9,46%,39/100,movie
tt0465234,National Treasure: Book of Secrets,2007,PG,21 Dec 2007,124 min,"Action, Adventure, Mystery",Jon Turteltaub,"Marianne Wibberley, Cormac Wibberley, Gregory Poirier","Nicolas Cage, Diane Kruger, Justin Bartha","English, French",United States,6.5,36%,48/100,movie
tt0043839,Nature's Half Acre,1951,Passed,28 Jul 1951,33 min,"Documentary, Short, Family",James Algar,"Winston Hibler, Ted Sears, James Algar","Winston Hibler, Mogens Lind",English,United States,7.1,,,movie
tt0104990,Newsies,1992,PG,10 Apr 1992,121 min,"Drama, Family, History",Kenny Ortega,"Bob Tzudiker, Noni White","Christian Bale, Bill Pullman, Robert Duvall",English,United States,6.9,39%,46/100,movie
tt6346162,Disney's Newsies: The Broadway Musical,2017,PG,16 Feb 2017,149 min,Musical,"Jeff Calhoun, Brett Sullivan","Harvey Fierstein, Bob Tzudiker, Noni White","Jeremy Jordan, Kara Lindsay, Ben Fankhauser",English,United States,8.4,,,movie
tt5097410,Noelle,2019,G,12 Nov 2019,100 min,"Adventure, Comedy, Family",Marc Lawrence,Marc Lawrence,"Anna Kendrick, Shirley MacLaine, Bill Hader","English, American Sign ",United States,6.3,53%,48/100,movie
tt0426568,Now You See It...,2005,TV-G,14 Jan 2005,83 min,"Drama, Family, Fantasy, Mystery",Duwayne Dunham,Bill Fritz,"Aly Michalka, Johnny Pacar, Frank Langella, Chris Olivero",English,United States,6.2,,,movie
tt5452780,Olaf's Frozen Adventure,2017,G,27 Oct 2017,22 min,"Animation, Short, Adventure","Kevin Deters, Stevie Wermers","Jac Schaeffer, Brian Kesinger, Hans Christian Andersen","Josh Gad, Idina Menzel, Kristen Bell",English,United States,5.6,57%,,movie
tt0976238,Old Dogs,2009,PG,25 Nov 2009,88 min,"Comedy, Family",Walt Becker,"David Diamond, David Weissman","Robin Williams, John Travolta, Seth Green","English, Ukrainian",United States,5.3,5%,19/100,movie
tt0050798,Old Yeller,1957,Approved,10 Jul 1959,83 min,"Adventure, Drama, Family",Robert Stevenson,"Fred Gipson, William Tunberg","Dorothy McGuire, Fess Parker, Tommy Kirk",English,United States,7.3,,84/100,movie
tt0095776,Oliver & Company,1988,G,18 Nov 1988,74 min,"Animation, Adventure, Comedy",George Scribner,"Jim Cox, Tim Disney, James Mangold","Joey Lawrence, Billy Joel, Cheech Marin",English,United States,6.7,50%,58/100,movie
tt0026816,On Ice,1935,Approved,28 Sep 1935,8 min,"Animation, Short, Action",Ben Sharpsteen,Webb Smith,"Pinto Colvig, Walt Disney, Marcellite Garner",English,United States,7.4,,,movie
tt0426148,Once Upon a Mattress,2005,PG,18 Dec 2005,90 min,"Comedy, Musical, Romance",Kathleen Marshall,"Marshall Barer (musical), Dean Fuller (musical), Jay Thompson (musical), Mary Rodgers (musical), Janet Brownell (teleplay)","Carol Burnett, Tracey Ullman, Denis O'Hare, Zooey Deschanel",English,United States,6.4,,,movie
tt10854760,One Day at Disney,2019–,TV-PG,03 Dec 2019,5 min,Documentary,N/A,N/A,"Eric Goldberg, Thom Self, Sage Steele",English,United States,7.3,,,series
tt0055254,One Hundred and One Dalmatians,1961,G,25 Jan 1961,79 min,"Animation, Adventure, Comedy","Clyde Geronimi, Hamilton Luske, Wolfgang Reitherman","Bill Peet, Dodie Smith","Rod Taylor, Betty Lou Gerson, J. Pat O'Malley",English,United States,7.3,98%,83/100,movie
tt0089731,One Magic Christmas,1985,G,22 Nov 1985,89 min,"Family, Fantasy",Phillip Borsos,"Thomas Meehan, Phillip Borsos, Barry Healey","Mary Steenburgen, Gary Basaraba, Harry Dean Stanton",English,"Canada, United States",6.5,47%,,movie
tt0479113,One Man Band,2005,G,06 Jun 2006,4 min,"Animation, Short, Comedy","Mark Andrews, Andrew Jimenez","Andrew Jimenez, Mark Andrews",Jack Angel,None,United States,7.7,,,movie
tt7651892,One Strange Rock,2018–,TV-PG,26 Mar 2018,47 min,Documentary,N/A,N/A,"Will Smith, Chris Hadfield, Jerry Linenger","English, Spanish, Indonesian, Chinese, Arabic, Russian, Hindi, Tibetan, Portuguese, French, Thai, Norwegian, Italian, Japanese, Mongolian, Kazakh",United States,8.8,,,series
tt7146812,Onward,2020,PG,06 Mar 2020,102 min,"Animation, Adventure, Comedy",Dan Scanlon,"Dan Scanlon, Keith Bunin, Jason Headley","Tom Holland, Chris Pratt, Julia Louis-Dreyfus",English,United States,7.4,88%,61/100,movie
tt0114048,Operation Dumbo Drop,1995,PG,28 Jul 1995,107 min,"Action, Adventure, Comedy",Simon Wincer,"James Morris, Gene Quintano, Jim Kouf","Danny Glover, Ray Liotta, Denis Leary","English, Vietnamese",United States,5.1,31%,48/100,movie
tt6091694,Origins: The Journey of Humankind,2017–,N/A,06 Mar 2017,60 min,"Documentary, History",N/A,N/A,"Jason Silva, Mark Monroe, Brian Fagan",English,United States,6.8,,,series
tt0043890,Out of Scale,1951,N/A,02 Nov 1951,7 min,"Animation, Short, Comedy","Jack Hannah, Jack Kinney","Bill Berg, Nick George","Dessie Flynn, James MacDonald, Clarence Nash",English,United States,7.5,,,movie
tt0277514,Out of the Box,1998–2004,TV-Y,07 Oct 1998,24 min,"Comedy, Family",N/A,Douglas Love,"Tony James, Vivian Bayubay, Celine Ordioni",English,United States,7.5,,,series
tt10583412,Out There with Jack Randall,2019–,N/A,07 Jul 2019,N/A,Documentary,N/A,N/A,"Jack Randall, Gavin Bedford, Ian Bell",N/A,N/A,7.0,,,series
tt9236264,Paris to Pittsburgh,2018,N/A,12 Dec 2018,77 min,Documentary,"Sidney Beaumont, Michael Bonfiglio",N/A,"Rachel Brosnahan, Bill Peduto, Eva Resnick-Day",English,United States,6.2,,,movie
tt1425244,Partly Cloudy,2009,G,29 May 2009,6 min,"Animation, Short, Comedy",Peter Sohn,Peter Sohn,"Tony Fucile, Lori Richardson",None,United States,8.1,,,movie
tt3116154,Party Central,2014,PG,21 Mar 2014,5 min,"Animation, Short, Adventure",Kelsey Mann,Kelsey Mann,"Billy Crystal, John Goodman, Peter Sohn",English,United States,7.1,,,movie
tt12080904,Penguins: Life on the Edge,2020,G,03 Apr 2020,78 min,"Documentary, Family","Alastair Fothergill, Jeff Wilson","David Fowler, Simon Nash","Blair Underwood, Matthew Aeberhard, John Aitchison","English, French",United States,6.9,,,movie
tt0050837,Perri,1957,G,28 Aug 1957,75 min,"Adventure, Family, Fantasy","Paul Kenworthy, Ralph Wright","Ralph Wright, Winston Hibler, Felix Salten",Winston Hibler,English,United States,6.8,,,movie
tt0076538,Pete's Dragon,1977,G,03 Nov 1977,128 min,"Animation, Adventure, Comedy","Don Chaffey, Don Bluth","Malcolm Marmorstein, Seton I. Miller, S.S. Field","Sean Marshall, Helen Reddy, Jim Dale",English,United States,6.4,56%,46/100,movie
tt2788732,Pete's Dragon,2016,PG,12 Aug 2016,102 min,"Action, Adventure, Comedy",David Lowery,"David Lowery, Toby Halbrooks, Malcolm Marmorstein","Bryce Dallas Howard, Robert Redford, Oakes Fegley",English,"United States, New Zealand",6.7,88%,71/100,movie
tt0046183,Peter Pan,1953,G,05 Feb 1953,77 min,"Animation, Adventure, Family","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","J.M. Barrie, Ted Sears, Erdman Penner","Bobby Driscoll, Kathryn Beaumont, Hans Conried","English, American Sign ",United States,7.3,78%,76/100,movie
tt0280030,Return to Never Land,2002,G,15 Feb 2002,72 min,"Animation, Adventure, Family","Robin Budd, Donovan Cook","Temple Mathews, Carter Crocker, J.M. Barrie","Blayne Weaver, Harriet Owen, Corey Burton",English,"United States, Canada, Australia",5.8,46%,49/100,movie
tt0266850,Phantom of the Megaplex,2000,TV-G,10 Nov 2000,89 min,"Action, Comedy, Family, Mystery",Blair Treu,Stu Krieger,"Taylor Handley, Corinne Bohrer, Caitlin Wachs, Jacob Smith",English,"USA, Canada",6.4,,,movie
tt0340281,Phil of the Future,2004–2006,TV-G,18 Jun 2004,25 min,"Adventure, Comedy, Family",N/A,"Tim Maile, Douglas Tuber","Raviv Ullman, Amy Bruckner, Craig Anton",English,United States,7.0,,,series
tt0852863,Phineas and Ferb,2007–2015,TV-G,17 Aug 2007,15 min,"Animation, Action, Comedy",N/A,"Jeff 'Swampy' Marsh, Dan Povenmire","Vincent Martella, Thomas Brodie-Sangster, Dan Povenmire",English,"United States, South Korea, China, Taiwan",8.0,,,series
tt1825918,Phineas and Ferb the Movie: Across the 2nd Dimension,2011,TV-G,05 Aug 2011,78 min,"Animation, Action, Adventure, Comedy, Family, Musical, Sci-Fi","Robert Hughes, Dan Povenmire, Jay Lender, Jeff 'Swampy' Marsh, Kyle Menke","Jon Colton Barry, Dan Povenmire, Jeff 'Swampy' Marsh, Michael Diederich (additional material), Wendy Grieb (additional material), Chris Headrick (additional material), Seth Kearsley (additional material), Kyle Menke (additional material), Tom Minton (additional material), Zac Moncrief (additional material), Sue Perrotto (additional material), Bernie Petterson (additional material), Joe Orrantia (additional material), Aliki Theofilopoulos (additional material), Chong Lee (additional material), Kaz (additional material), Antoine Guilbaud (additional material), Kim Roberson (additional material)","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea","Mandarin, Chinese, Min Nan, English","USA, Taiwan, China",7.4,,,movie
tt2283584,Phineas and Ferb: Mission Marvel: Parts 1 & 2,2013,TV-G,16 Aug 2013,45 min,"Animation, Action, Comedy","Robert Hughes, Sue Perrotto","Dan Povenmire, Jeff 'Swampy' Marsh, Dani Vetere","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster",Brazilian Sign ,N/A,8.3,,,episode
tt10855726,Pick of the Litter,2019–,TV-PG,20 Dec 2019,35 min,"Documentary, Family",N/A,"Don Hardy, Dana Nachman",N/A,English,United States,8.1,,,series
tt0323642,Piglet's Big Movie,2003,G,21 Mar 2003,75 min,"Animation, Adventure, Comedy",Francis Glebas,"Brian Hohlfeld, A.A. Milne, Ted Henning","John Fiedler, Jim Cummings, Ken Sansom",English,United States,6.2,70%,62/100,movie
tt0032910,Pinocchio,1940,G,23 Feb 1940,88 min,"Animation, Comedy, Family","Norman Ferguson, T. Hee, Wilfred Jackson","Carlo Collodi, Ted Sears, Otto Englander","Dickie Jones, Christian Rub, Mel Blanc",English,United States,7.4,,99/100,movie
tt5613056,Piper,2016,G,17 Jun 2016,6 min,"Animation, Short, Family",Alan Barillaro,Alan Barillaro,Bui Quoc Huy Steve,None,United States,8.4,,,movie
tt0449088,Pirates of the Caribbean: At World's End,2007,PG-13,25 May 2007,169 min,"Action, Adventure, Fantasy",Gore Verbinski,"Ted Elliott, Terry Rossio, Stuart Beattie","Johnny Depp, Orlando Bloom, Keira Knightley",English,United States,7.1,44%,50/100,movie
tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,07 Jul 2006,151 min,"Action, Adventure, Fantasy",Gore Verbinski,"Ted Elliott, Terry Rossio, Stuart Beattie","Johnny Depp, Orlando Bloom, Keira Knightley","English, Turkish, Greek, Mandarin, French",United States,7.3,53%,53/100,movie
tt1298650,Pirates of the Caribbean: On Stranger Tides,2011,PG-13,20 May 2011,136 min,"Action, Adventure, Fantasy",Rob Marshall,"Ted Elliott, Terry Rossio, Stuart Beattie","Johnny Depp, Penélope Cruz, Ian McShane","English, Spanish","United States, United Kingdom",6.6,33%,45/100,movie
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,09 Jul 2003,143 min,"Action, Adventure, Fantasy",Gore Verbinski,"Ted Elliott, Terry Rossio, Stuart Beattie","Johnny Depp, Geoffrey Rush, Orlando Bloom",English,United States,8.0,79%,63/100,movie
tt11199558,Pixar in Real Life,2019–,TV-G,12 Nov 2019,4 min,"Comedy, Family, Reality-TV",N/A,N/A,"Micaela Toomey, Erika Degraffinreaidt, David Greenberg",English,United States,6.5,,,series
tt0393596,Pixel Perfect,2004,TV-G,16 Jan 2004,85 min,"Family, Sci-Fi, Comedy, Fantasy, Music",Mark A.Z. Dippé,"Alan Sacks (story), Neal Shusterman (story), Neal Shusterman (teleplay)","Raviv Ullman, Leah Pipes, Spencer Redford, Chad 'Chato' Alger","English, German",United States,5.7,,,movie
tt4148744,PJ Masks,2015–,TV-Y,18 Sep 2015,24 min,"Animation, Action, Adventure",N/A,N/A,"Addison Holley, Kyle Breitkopf, Juan Luis Bonilla","French, English, Spanish","France, United Kingdom",5.5,,,series
tt0045037,Pluto's Christmas Tree,1952,Approved,21 Nov 1952,7 min,"Animation, Short, Comedy",Jack Hannah,"Bill Berg, Milt Schaffer","Helen Seibert, Ruth Clifford, Pinto Colvig",English,United States,7.7,,,movie
tt0045038,Pluto's Party,1952,Approved,19 Sep 1952,7 min,"Animation, Short, Comedy",Milt Schaffer,"Bill Berg, Leo Salkin","James MacDonald, Pinto Colvig",English,United States,6.5,,,movie
tt0040698,Pluto's Purchase,1948,Approved,09 Jul 1948,7 min,"Animation, Comedy, Family","Charles A. Nichols, Jack Kinney","Eric Gurney, Bill de la Torre","James MacDonald, Pinto Colvig, Clarence Nash",English,United States,6.5,,,movie
tt0114148,Pocahontas,1995,G,23 Jun 1995,81 min,"Animation, Adventure, Drama","Mike Gabriel, Eric Goldberg","Carl Binder, Susannah Grant, Philip LaZebnik","Mel Gibson, Linda Hunt, Christian Bale","English, Algonquin",United States,6.7,55%,58/100,movie
tt0143808,Pocahontas 2: Journey to a New World,1998,G,25 Aug 1998,72 min,"Animation, Adventure, Drama, Family, Musical, Romance","Tom Ellery, Bradley Raymond","Allen Estrin (screenplay), Cindy Marcus (screenplay), Flip Kobler (screenplay)","Irene Bedard, Jim Cummings, Donal Gibson, Finola Hughes",English,United States,4.9,29%,,movie
tt0054195,Pollyanna,1960,Approved,19 May 1960,134 min,"Comedy, Drama, Family",David Swift,"Eleanor H. Porter, David Swift","Jane Wyman, Hayley Mills, Richard Egan",English,United States,7.4,86%,,movie
tt0119918,Pooh's Grand Adventure: The Search for Christopher Robin,1997,G,05 Aug 1997,76 min,"Animation, Adventure, Comedy, Family, Musical",Karl Geurs,"A.A. Milne (stories), Karl Geurs (screenplay), Carter Crocker (screenplay)","Jim Cummings, John Fiedler, Ken Sansom, Andre Stojka",English,United States,7.1,33%,,movie
tt0407121,Pooh's Heffalump Movie,2005,G,11 Feb 2005,68 min,"Animation, Comedy, Family",Frank Nissen,"Brian Hohlfeld, Evan Spiliotopoulos, A.A. Milne","Jim Cummings, Brenda Blethyn, Kyle Stanger",English,United States,6.4,80%,64/100,movie
tt1245104,Presto,2008,G,27 Jun 2008,5 min,"Animation, Short, Comedy",Doug Sweetland,"Doug Sweetland, Ted Mathot, Valerie LaPointe",Doug Sweetland,English,United States,8.3,,,movie
tt5538644,Primal Survivor,2016–,N/A,21 Jan 2016,N/A,Documentary,N/A,N/A,Hazen Audel,English,United States,8.3,,,series
tt1196339,Princess Protection Program,2009,TV-G,26 Jun 2009,90 min,"Comedy, Drama, Family",Allison Liddi-Brown,"Annie DeYoung (story), Annie DeYoung, David Morgasen (story)","Demi Lovato, Selena Gomez, Nicholas Braun, Molly Hagan",English,United States,5.6,60%,,movie
tt1604171,Prom,2011,PG,29 Apr 2011,104 min,"Comedy, Drama, Family",Joe Nussbaum,Katie Wech,"Aimee Teegarden, Thomas McDonell, DeVaughn Nixon",English,United States,5.4,35%,50/100,movie
tt0280050,Prowlers of the Everglades,1953,Approved,23 Jul 1953,32 min,"Documentary, Short, Family",James Algar,James Algar,Winston Hibler,English,United States,7.7,,,movie
tt6688750,Puppy Dog Pals,2017–,TV-Y,14 Apr 2017,24 min,"Animation, Family",N/A,Harland Williams,"Harland Williams, Issac Ryan Brown, Sam Lavagnino",English,"United States, India",7.0,,,series
tt8980868,Purl,2018,PG,04 Feb 2019,8 min,"Animation, Short, Comedy",Kristen Lester,"Kristen Lester, Michael Daley, Bradley Furnish","Bret 'Brook' Parker, Emily Davis, Michael Daley",English,United States,6.6,,,movie
tt0136658,Quack Pack,1996–1997,TV-Y,02 Sep 1996,30 min,"Animation, Short, Adventure",N/A,Toby Shelton,"Tony Anselmo, Jeannie Elias, Elizabeth Daily",English,United States,6.8,,,series
tt4341582,Queen of Katwe,2016,PG,30 Sep 2016,124 min,"Biography, Drama, Sport",Mira Nair,"William Wheeler, Tim Crothers","Madina Nalwanga, David Oyelowo, Lupita Nyong'o",English,United States,7.4,94%,73/100,movie
tt0245380,Quints,2000,TV-G,18 Aug 2000,83 min,"Comedy, Drama, Family",Bill Corcoran,"Matthew Weisman (story), Matthew Weisman (teleplay), Gregory K. Pincus (teleplay)","Kimberly J. Brown, Daniel Roebuck, Elizabeth Morehead, Shadia Simmons",English,"Canada, USA",5.7,,,movie
tt0382932,Ratatouille,2007,G,29 Jun 2007,111 min,"Animation, Adventure, Comedy","Brad Bird, Jan Pinkava","Brad Bird, Jan Pinkava, Jim Capobianco","Brad Garrett, Lou Romano, Patton Oswalt","English, French",United States,8.0,96%,96/100,movie
tt0494716,Read It and Weep,2006,TV-G,21 Jul 2006,84 min,"Animation, Comedy, Drama, Family, Romance",Paul Hoen,"Patrick J. Clifton (teleplay), Beth Rigazio (teleplay), Julia DeVillers (book)","Kay Panabaker, Danielle Panabaker, Alexandra Krosney, Marquise C. Brown",English,United States,5.5,,,movie
tt0253550,Ready to Run,2000,TV-G,14 Jul 2000,96 min,"Family, Sport",Duwayne Dunham,John Wierick,"Krystle Po, Jason Dohring, Lillian Hurst, Jon Brazier",English,"USA, New Zealand",5.4,,,movie
